,Unnamed: 0,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,week,country
490,90,91,spotify:track:3ZOEytgrvLwQaqXreDs2Jx,Red Hot Chili Peppers,Can't Stop,Warner Records,69,91,72,689760,3,United Kingdom
491,91,92,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,3,85,98,689602,3,United Kingdom
492,92,93,spotify:track:3siwsiaEoU4Kuuc9WKMUy5,The Marías,No One Noticed,Nice Life/Atlantic,93,96,3,685276,3,United Kingdom
493,93,94,spotify:track:0gEyKnHvgkrkBM6fbeHdwK,The Cranberries,Linger,Island Records,41,88,52,682731,3,United Kingdom
494,94,95,spotify:track:3xKsf9qdS1CyvXSMEid6g8,Frank Ocean,Pink + White,Boys Don't Cry,32,93,107,679634,3,United Kingdom
495,95,96,spotify:track:3qhlB30KknSejmIvZZLjOD,Djo,End of Beginning,Djo,2,77,49,675689,3,United Kingdom
496,96,97,spotify:track:0nrRP2bk19rLc0orkWPQk2,Avicii,Wake Me Up,Universal Music AB,16,78,159,675482,3,United Kingdom
497,97,98,spotify:track:3tFed7YsjGnIfxeLEQwx3R,"Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne","Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)",Columbia,52,83,12,669769,3,United Kingdom
498,98,99,spotify:track:5wbg8kepMFoMzHOEuxiI0q,Gracie Abrams,Close To You,"Gracie Abrams, under exclusive license to Interscope Records",47,86,32,667955,3,United Kingdom
499,99,100,spotify:track:5rF6YUIlgiat22OT1lWspJ,Sam Fender,Seventeen Going Under,Polydor Records,2,100,134,667682,3,United Kingdom
500,100,101,spotify:track:5hnyJvgoWiQUYZttV4wXy6,Snow Patrol,Chasing Cars,Polydor Records,99,99,107,662874,3,United Kingdom
501,101,102,spotify:track:4kbj5MwxO1bq9wjT5g9HaA,WALK THE MOON,Shut Up and Dance,RCA Records Label,52,109,167,659137,3,United Kingdom
502,102,103,spotify:track:4sNG6zQBmtq7M8aeeKJRMQ,Declan McKenna,Brazil,Tomplicated,59,94,116,658995,3,United Kingdom
503,103,104,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,Bruno Mars,Just the Way You Are,Elektra (NEK),104,108,13,658592,3,United Kingdom
504,104,105,spotify:track:0OpC8hRrbsh24taKOsQBEX,beabadoobee,Real Man,Dirty Hit,105,167,2,657003,3,United Kingdom
505,105,106,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,Kendrick Lamar,Not Like Us,"Kendrick Lamar, under exclusive license to Interscope Records",6,101,37,656280,3,United Kingdom
506,106,107,spotify:track:3WSOUb3U7tqURbBSgZTrZX,Chappell Roan,Casual,Chappell Roan PS/ Island,38,104,31,654037,3,United Kingdom
507,107,108,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,Another Love,ITNO/Columbia,14,113,206,649882,3,United Kingdom
508,108,109,spotify:track:22skzmqfdWrjJylampe0kt,"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",Can't Hold Us (feat. Ray Dalton),Macklemore,68,121,259,649865,3,United Kingdom
509,109,110,spotify:track:3JG1uFc40wfyrqaWC7iv0e,Artemas,i like the way you kiss me,Artemas,2,105,44,645993,3,United Kingdom
510,110,111,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,2,118,104,644968,3,United Kingdom
511,111,112,spotify:track:3Fzlg5r1IjhLk2qRw667od,Toploader,Dancing in the Moonlight,Sony Soho Square,60,82,280,644784,3,United Kingdom
512,112,113,spotify:track:2LMkwUfqC6S6s6qDVlEuzV,Frank Ocean,White Ferrari,Boys Don't Cry,95,114,13,641692,3,United Kingdom
513,113,114,spotify:track:2tpWsVSb9UEmDRxAl1zhX1,OneRepublic,Counting Stars,Mosley / Interscope,99,139,160,641546,3,United Kingdom
514,114,115,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,SZA,Snooze,Top Dawg Entertainment/RCA Records,49,111,97,638490,3,United Kingdom
515,115,116,spotify:track:789CxjEOtO76BVD1A9yJQH,"Rihanna, Mikky Ekko",Stay,Def Jam Recordings,79,129,45,636865,3,United Kingdom
516,116,117,spotify:track:3M0lSi5WW79CXQamgSBIjx,Chase Atlantic,Swim,Warner Records,94,98,14,630766,3,United Kingdom
517,117,118,spotify:track:254bXAqt3zP6P50BdQvEsq,Fleetwood Mac,Everywhere - 2017 Remaster,Rhino/Warner Records,47,117,303,629438,3,United Kingdom
518,118,119,spotify:track:2374M0fQpWi3dLnB54qaLX,TOTO,Africa,Columbia,85,115,194,628296,3,United Kingdom
519,119,120,spotify:track:6MzofobZt2dm0Kf1hTThFz,Addison Rae,Diet Pepsi,Columbia,22,112,21,626240,3,United Kingdom
520,120,121,spotify:track:41P6Tnd8KIHqON0QIydx6a,beabadoobee,the perfect pair,Dirty Hit,121,134,5,625661,3,United Kingdom
521,121,122,spotify:track:5VGlqQANWDKJFl0MBG3sg2,Kings of Leon,Use Somebody,RCA/Legacy,122,137,22,624671,3,United Kingdom
522,122,123,spotify:track:7GaFYUqP2WdR4KTPk7cXoP,Mario,Let Me Love You,J Records,123,124,7,624660,3,United Kingdom
523,123,124,spotify:track:5TFD2bmFKGhoCRbX61nXY5,Bad Bunny,NUEVAYoL,Rimas Entertainment LLC.,119,119,2,621355,3,United Kingdom
524,124,125,spotify:track:3nqqDo8CcCLke3ZoTgiOKf,The Script,The Man Who Can't Be Moved,Epic/Phonogenic,65,128,41,617871,3,United Kingdom
525,125,126,spotify:track:6EUcP55GlbmsmCzfL2vxtZ,Gunna,on one tonight,300 Entertainment,113,146,15,617306,3,United Kingdom
526,126,127,spotify:track:7FwBtcecmlpc1sLySPXeGE,Bruce Springsteen,Dancing In the Dark,Columbia,79,107,33,617187,3,United Kingdom
527,127,128,spotify:track:5e9TFTbltYBg2xThimr0rU,Fleetwood Mac,The Chain - 2004 Remaster,Rhino/Warner Records,74,153,225,616818,3,United Kingdom
528,128,129,spotify:track:7FOgcfdz9Nx5V9lCNXdBYv,Chappell Roan,Red Wine Supernova,Chappell Roan PS/ Island,34,131,37,615972,3,United Kingdom
529,129,130,spotify:track:3U5JVgI2x4rDyHGObzJfNf,Natasha Bedingfield,Unwritten,Sony Music CG,11,120,56,614761,3,United Kingdom
530,130,131,spotify:track:285hMzLhJwHVLe9QT9qilk,The Script,Breakeven,Epic/Phonogenic,131,151,8,614022,3,United Kingdom
531,131,132,spotify:track:7e8utCy2JlSB8dRHKi49xM,Arctic Monkeys,Fluorescent Adolescent,Domino Recording Co,40,141,259,611458,3,United Kingdom
532,132,133,spotify:track:1lOe9qE0vR9zwWQAOk6CoO,Lil Tecca,Ransom,Republic Records,5,138,72,607828,3,United Kingdom
533,133,134,spotify:track:2DNXgvkyv35vTWvdgjs7qn,Hozier,Someone New,Universal-Island Records Ltd.,134,-1,1,606490,3,United Kingdom
534,134,135,spotify:track:086myS9r57YsLbJpU0TgK9,Arctic Monkeys,Why'd You Only Call Me When You're High?,Domino Recording Co,29,174,220,605534,3,United Kingdom
535,135,136,spotify:track:7BRD7x5pt8Lqa1eGYC4dzj,Billie Eilish,CHIHIRO,Darkroom/Interscope Records,7,133,35,604370,3,United Kingdom
536,136,137,spotify:track:3i8fIJNV0yuC4kXT3SkVBZ,Ariana Grande,Popular,Universal Studios and Republic Records,32,89,9,601637,3,United Kingdom
537,137,138,spotify:track:1BJJbSX6muJVF2AK7uH1x4,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",Move,Keinemusik,20,123,29,598745,3,United Kingdom
538,138,139,spotify:track:5xoUgPXbMNUmoHU0Enwtwq,The Kooks,She Moves In Her Own Way,Virgin Records,83,102,238,598354,3,United Kingdom
539,139,140,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,Bruno Mars,That's What I Like,Atlantic Records,10,144,47,594688,3,United Kingdom
540,140,141,spotify:track:6dBUzqjtbnIa1TwYbyw5CM,TV Girl,Lovers Rock,TV Girl,90,165,78,592346,3,United Kingdom
541,141,142,spotify:track:19RybK6XDbAVpcdxSbZL1o,Charli xcx,Apple,Atlantic Records,12,126,28,587340,3,United Kingdom
542,142,143,spotify:track:27w0RH5IDt6xU3B2j7QOuy,Fontaines D.C.,Favourite,XL Recordings,133,136,5,586514,3,United Kingdom
543,143,144,spotify:track:2gam98EZKrF9XuOkU13ApN,"Nelly Furtado, Timbaland",Promiscuous,Mosley / Geffen,93,158,96,584480,3,United Kingdom
544,144,145,spotify:track:6RUKPb4LETWmmr3iAEQktW,"The Chainsmokers, Coldplay",Something Just Like This,Disruptor Records/Columbia,3,155,87,583631,3,United Kingdom
545,145,146,spotify:track:51ODNNDZm21HU7wI7cccRr,"Disclosure, Sam Smith",Latch,Universal-Island Records Ltd.,127,127,4,583322,3,United Kingdom
546,146,147,spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",XO / Republic Records,22,148,42,583277,3,United Kingdom
547,147,148,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,Eminem,Without Me,Aftermath,40,159,172,582901,3,United Kingdom
548,148,149,spotify:track:7G7tgVYORlDuVprcYHuFJh,Crowded House,Don't Dream It's Over,Capitol Records,37,122,11,582865,3,United Kingdom
549,149,150,spotify:track:57iDDD9N9tTWe75x6qhStw,The Verve,Bitter Sweet Symphony - Remastered 2016,UMC (Universal Music Catalogue),150,184,3,581765,3,United Kingdom
550,150,151,spotify:track:4iZxeyibg6w4EFCOoAQ6Eh,Two Door Cinema Club,What You Know,Glassnote - VMG,45,154,133,580963,3,United Kingdom
551,151,152,spotify:track:6me7F0aaZjwDo6RJ5MrfBD,Richy Mitch & The Coal Miners,Evergreen,Richy Mitch & The Coal Miners,26,147,71,580649,3,United Kingdom
552,152,153,spotify:track:0B7wvvmu9EISAwZnOpjhNI,Bruno Mars,When I Was Your Man,Atlantic Records,68,195,29,579470,3,United Kingdom
553,153,154,spotify:track:2nLtzopw4rPReszdYBJU6h,Linkin Park,Numb,Warner Records,32,169,21,579454,3,United Kingdom
554,154,155,spotify:track:5Y35SjAfXjjG0sFQ3KOxmm,SZA,Nobody Gets Me,Top Dawg Entertainment/RCA Records,31,142,31,576867,3,United Kingdom
555,155,156,spotify:track:3qaSqrrevBrb84xl5JlptU,Stereophonics,Dakota,UMC (Universal Music Catalogue),147,172,30,574697,3,United Kingdom
556,156,157,spotify:track:1EDPVGbyPKJPeGqATwXZvN,Linkin Park,The Emptiness Machine,Warner Records,7,125,19,574621,3,United Kingdom
557,157,158,spotify:track:1LzNfuep1bnAUR9skqdHCK,Mazzy Star,Fade Into You,Capitol Records,158,164,8,573903,3,United Kingdom
558,158,159,spotify:track:0MXmiqd7zoXxv6Gqn9ahhQ,Fontaines D.C.,Bug,XL Recordings,132,132,5,572936,3,United Kingdom
559,159,160,spotify:track:331l3xABO0HMr1Kkyh2LZq,"David Guetta, OneRepublic",I Don't Wanna Wait,Parlophone UK,30,162,33,571151,3,United Kingdom
560,160,161,spotify:track:4HvBJocC5MDYL4yGnQe5jq,"The Blessed Madonna, Clementine Douglas",Happier (feat. Clementine Douglas),Warner Records,33,150,34,570736,3,United Kingdom
561,161,162,spotify:track:5zA8vzDGqPl2AzZkEYQGKh,Billy Joel,Uptown Girl,Columbia,86,152,30,570276,3,United Kingdom
562,162,163,spotify:track:5fVZC9GiM4e8vu99W0Xf6J,The Fray,How to Save a Life,Epic,163,179,7,569902,3,United Kingdom
563,163,164,spotify:track:5TgEJ62DOzBpGxZ7WRsrqb,Hozier,Work Song,Universal-Island Records Ltd.,127,-1,19,568761,3,United Kingdom
564,164,165,spotify:track:5SkRLpaGtvYPhw02vZhQQ9,"Kanye West, Syleena Johnson",All Falls Down,Roc-A-Fella,93,161,44,568560,3,United Kingdom
565,165,166,spotify:track:2hrycoFU1mZw6YPvMcn8yC,Jordan Adetunji,KEHLANI,300 Entertainment,17,182,32,568487,3,United Kingdom
566,166,167,spotify:track:0e00DiF2T9znEdmWakYSC3,Paris Paloma,labour,Nettwerk Music Group,54,-1,8,567831,3,United Kingdom
567,167,168,spotify:track:1zi7xx7UVEFkmKfv06H8x0,"Drake, Wizkid, Kyla",One Dance,Cash Money Records/Young Money Ent./Universal Rec.,15,-1,290,567194,3,United Kingdom
568,168,169,spotify:track:1FTSo4v6BOZH9QxKc3MbVM,Blur,Song 2 - 2012 Remaster,Parlophone UK,109,192,13,567001,3,United Kingdom
569,169,170,spotify:track:6CltzquypraYIlWFp48m1O,Sam Fender,Hypersonic Missiles,Polydor Records,66,143,56,566412,3,United Kingdom
570,170,171,spotify:track:1KGi9sZVMeszgZOWivFpxs,TLC,No Scrubs,Arista/LaFace Records,72,183,97,566072,3,United Kingdom
571,171,172,spotify:track:7wTqEW5nrMhvyEhEyTnOMd,Conan Gray,The Cut That Always Bleeds,Republic Records,163,163,2,564870,3,United Kingdom
572,172,173,spotify:track:68Dni7IE4VyPkTOH9mRWHr,J. Cole,No Role Modelz,Roc Nation Records LLC,38,200,199,564586,3,United Kingdom
573,173,174,spotify:track:7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Someone You Loved,Vertigo Berlin,1,-1,312,564273,3,United Kingdom
574,174,175,spotify:track:0ll8uFnc0nANY35E0Lfxvg,Keane,Somewhere Only We Know,Universal-Island Records Ltd.,113,177,23,563176,3,United Kingdom
575,175,176,spotify:track:3Pbp7cUCx4d3OAkZSCoNvn,Michael Marcagi,Scared To Start,Warner Records,9,140,53,563105,3,United Kingdom
576,176,177,spotify:track:39glDGcpBhLVMSsQhvtqHR,nimino,I Only Smoke When I Drink,Counter Records,157,157,5,562624,3,United Kingdom
577,177,178,spotify:track:59nOXPmaKlBfGMDeOVGrIK,"Future, Drake, Tems",WAIT FOR U (feat. Drake & Tems),Epic/Freebandz,5,178,98,561280,3,United Kingdom
578,178,179,spotify:track:4KULAymBBJcPRpk1yO4dOG,"Zach Bryan, Kacey Musgraves",I Remember Everything (feat. Kacey Musgraves),Warner Records,23,168,73,558973,3,United Kingdom
579,179,180,spotify:track:3FAclTFfvUuQYnEsptbK8w,Amy Winehouse,Back To Black,Universal-Island Records Ltd.,67,180,24,558339,3,United Kingdom
580,180,181,spotify:track:5qqabIl2vWzo9ApSC317sa,Oasis,Wonderwall - Remastered,Big Brother Recordings Ltd,15,196,406,556908,3,United Kingdom
581,181,182,spotify:track:285pBltuF7vW8TeWk8hdRR,Juice WRLD,Lucid Dreams,Juice WRLD Mixtape / ISR P&D,6,166,205,555476,3,United Kingdom
582,182,183,spotify:track:0yc6Gst2xkRu0eMLeRMGCX,Cigarettes After Sex,Apocalypse,Partisan Records,98,-1,36,555214,3,United Kingdom
583,183,184,spotify:track:3B54sVLJ402zGa6Xm4YGNe,"French Montana, Swae Lee",Unforgettable,Bad Boy Entertainment/Epic Records,2,194,160,554891,3,United Kingdom
584,184,185,spotify:track:7D0RhFcb3CrfPuTJ0obrod,Coldplay,Sparks,Parlophone UK,82,149,18,554365,3,United Kingdom
585,185,186,spotify:track:7MDfN1ldfTMtuXXdVz2Pzc,Amy Winehouse,Tears Dry On Their Own,Universal-Island Records Ltd.,78,186,22,552976,3,United Kingdom
586,186,187,spotify:track:3ZaEs1O8BG581qYPHpQ8d6,"A$AP Rocky, Imogen Heap, Clams Casino",I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),A$AP Worldwide/RCA Records,116,188,12,551738,3,United Kingdom
587,187,188,spotify:track:2OzhQlSqBEmt7hmkYxfT6m,"Taylor Swift, Post Malone",Fortnight (feat. Post Malone),Taylor Swift,1,160,36,549290,3,United Kingdom
588,188,189,spotify:track:7tqhbajSfrz2F7E1Z75ASX,"Marvin Gaye, Tammi Terrell",Ain't No Mountain High Enough,UNI/MOTOWN,35,171,83,548351,3,United Kingdom
589,189,190,spotify:track:46IZ0fSY2mpAiktS3KOqds,Adele,Easy On Me,Columbia,1,-1,117,548225,3,United Kingdom
590,190,191,spotify:track:2ixsaeFioXJmMgkkbd4uj1,George Ezra,Budapest,Columbia,66,-1,131,546595,3,United Kingdom
591,191,192,spotify:track:4nHJcUtNSUVjXRnjdP29Bk,Noah Kahan,You’re Gonna Go Far,Mercury Records/Republic Records,124,190,20,545568,3,United Kingdom
592,192,193,spotify:track:1kuGVB7EU95pJObxwvfwKS,Olivia Rodrigo,vampire,Olivia Rodrigo PS,2,198,76,544092,3,United Kingdom
593,193,194,spotify:track:3aSWXU6owkZeVhh94XxEWO,"SZA, Kendrick Lamar",30 For 30 (with Kendrick Lamar),Top Dawg Entertainment/RCA Records,194,-1,1,543723,3,United Kingdom
594,194,195,spotify:track:5aIVCx5tnk0ntmdiinnYvw,Tyla,Water,FAX Records/Epic,3,185,53,543520,3,United Kingdom
595,195,196,spotify:track:4tKGFmENO69tZR9ahgZu48,Sophie Ellis-Bextor,Murder On The Dancefloor,Polydor Records,2,170,45,542100,3,United Kingdom
596,196,197,spotify:track:1v7L65Lzy0j0vdpRjJewt1,Eminem,Lose Yourself,Aftermath,85,-1,179,541974,3,United Kingdom
597,197,198,spotify:track:3oNTJ5qiAQx8xfIbYWWB7W,"Braelyn Rankins, Theo Somolu, Aaron Pierre, Kelvin Harrison Jr., Disney",I Always Wanted A Brother,Walt Disney Records,110,110,3,541574,3,United Kingdom
598,198,199,spotify:track:7EZC6E7UjZe63f1jRmkWxt,The Cranberries,Zombie,Island Records,81,-1,28,541259,3,United Kingdom
599,199,200,spotify:track:2lTm559tuIvatlT1u0JYG2,Bad Bunny,BAILE INoLVIDABLE,Rimas Entertainment LLC.,130,130,2,541192,3,United Kingdom
600,0,1,spotify:track:35ISBknsCeZQtq66xABI9g,Lola Young,Messy,Universal-Island Records Ltd.,1,2,11,3598408,4,United Kingdom
601,1,2,spotify:track:7ne4VBA60CxGM75vw0EYad,Gracie Abrams,That’s So True,"Gracie Abrams, under exclusive license to Interscope Records",1,1,15,3176442,4,United Kingdom
602,2,3,spotify:track:2plbrEY59IikOBgBGLjaoe,"Lady Gaga, Bruno Mars",Die With A Smile,Interscope,3,3,24,2745326,4,United Kingdom
603,3,4,spotify:track:4wJ5Qq0jBN4ajy7ouZIV1c,"ROSÉ, Bruno Mars",APT.,Atlantic Records,4,4,15,2724811,4,United Kingdom
604,4,5,spotify:track:2262bWmqomIaJXwCRHr13j,Gigi Perez,Sailor Song,Gigi Perez PS/ Island,1,5,27,2485849,4,United Kingdom
605,5,6,spotify:track:6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,BIRDS OF A FEATHER,Darkroom/Interscope Records,1,6,37,2040958,4,United Kingdom
606,6,7,spotify:track:5tgSjvWO685Z0mYKefArMI,"Central Cee, Dave",CRG (feat. Dave),Columbia,7,-1,1,2039094,4,United Kingdom
607,7,8,spotify:track:2FAZskT9yRjp2Oow9szJD8,"Chrystal, NOTION",The Days - NOTION Remix,Polydor Records,8,8,7,1930394,4,United Kingdom
608,8,9,spotify:track:0WbMK4wrZ1wFSty9F7FCgu,Chappell Roan,"Good Luck, Babe!",Chappell Roan PS/ Island,2,7,43,1912691,4,United Kingdom
609,9,10,spotify:track:4pftaoQbbheCXSdleWIeDK,"Central Cee, 21 Savage",GBP (feat. 21 Savage),Columbia,10,11,2,1906629,4,United Kingdom
610,10,11,spotify:track:2zOmS55knKWSgScYPTNmGQ,Tate McRae,Sports car,RCA Records Label,11,-1,1,1710430,4,United Kingdom
611,11,12,spotify:track:5G2f63n7IPVPPjfNIGih7Q,Sabrina Carpenter,Taste,Island Records,1,9,23,1570899,4,United Kingdom
612,12,13,spotify:track:2HRqTpkrJO5ggZyyK6NPWz,Sabrina Carpenter,Espresso,Island Records,1,10,42,1519778,4,United Kingdom
613,13,14,spotify:track:1Es7AUAhQvapIcoh3qMKDL,"The Weeknd, Playboi Carti",Timeless (feat Playboi Carti),XO / Republic Records,7,12,18,1497560,4,United Kingdom
614,14,15,spotify:track:19XpFsce28aByvCC4g89tJ,Hozier,Too Sweet,Rubyworks / Universal-Island Records Ltd,1,14,44,1428954,4,United Kingdom
615,15,16,spotify:track:17phhZDn6oGtzMe56NuWvj,Teddy Swims,Lose Control,Warner Records,3,15,63,1371092,4,United Kingdom
616,16,17,spotify:track:51rfRCiUSvxXlCSCfIztBy,Gracie Abrams,"I Love You, I'm Sorry","Gracie Abrams, under exclusive license to Interscope Records",6,13,30,1339036,4,United Kingdom
617,17,18,spotify:track:6jx0JZB3f0Cc2jjdldYaDb,"Central Cee, Lil Durk",Truth In The Lies (feat. Lil Durk),Columbia,18,-1,1,1318989,4,United Kingdom
618,18,19,spotify:track:0mflMxspEfB0VbI1kyLiAv,Noah Kahan,Stick Season,Mercury Records/Republic Records,1,16,70,1316151,4,United Kingdom
619,19,20,spotify:track:5rrwj9g1c4kwnPSnsXP7g3,Sam Fender,Arm's Length,Polydor Records,20,-1,1,1198634,4,United Kingdom
620,20,21,spotify:track:003vvx7Niy0yvhvHt4a68B,The Killers,Mr. Brightside,Island Records,12,20,423,1186353,4,United Kingdom
621,21,22,spotify:track:5fZJQrFKWQLb7FpJXZ1g7K,Shaboozey,A Bar Song (Tipsy),American Dogwood / EMPIRE,3,18,42,1180460,4,United Kingdom
622,22,23,spotify:track:2Zej1ZTJJNDcRj8e8iWUUo,"Central Cee, Skepta",Ten (feat. Skepta),Columbia,23,-1,1,1162082,4,United Kingdom
623,23,24,spotify:track:6jbYpRPTEFl1HFKHk1IC0m,"Tyler, The Creator, Lola Young",Like Him (feat. Lola Young),Columbia,24,27,14,1142303,4,United Kingdom
624,24,25,spotify:track:3QaPy1KgI7nu9FJEQUgn6h,Billie Eilish,WILDFLOWER,Darkroom/Interscope Records,11,17,37,1140652,4,United Kingdom
625,25,26,spotify:track:3Vr3zh0r7ALn8VLqCiRR10,Myles Smith,Stargazing,RCA Records Label,7,19,38,1121766,4,United Kingdom
626,26,27,spotify:track:3wo3d0I5H8KjkwGvnz8WbB,"Sonny Fodera, Jazzy, D.O.D",Somedays,Solotoko,23,25,26,1113959,4,United Kingdom
627,27,28,spotify:track:4ys3y9djWZurOdyouMlcBG,Central Cee,Now We're Strangers,Columbia,28,-1,1,1106145,4,United Kingdom
628,28,29,spotify:track:3dj4wgM3cPeuLwMNHDuBon,Teddy Swims,The Door,Warner Records,27,28,38,1092520,4,United Kingdom
629,29,30,spotify:track:2A1aS3mwuGuX2yk1bgxOvA,"BL3SS, CamrinWatsin, bbyclose",Kisses (feat. bbyclose),Atlantic Records UK,12,23,33,1091471,4,United Kingdom
630,30,31,spotify:track:1eTaznNW4Xxtx9za2SMTXB,Doechii,DENIAL IS A RIVER,Top Dawg Entertainment/Capitol Records,31,31,4,1081657,4,United Kingdom
631,31,32,spotify:track:3BntzKsnLf2pc0dsvE3Zav,Teddy Swims,Bad Dreams,Warner Records,32,32,18,1079828,4,United Kingdom
632,32,33,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,Beautiful Things,"Night Street Records, Inc./Warner Records Inc.",1,24,54,1079524,4,United Kingdom
633,33,34,spotify:track:2tHwzyyOLoWSFqYNjeVMzj,Sabrina Carpenter,Please Please Please,Island Records,1,21,34,1076323,4,United Kingdom
634,34,35,spotify:track:3ZZyUf7WkhfN1JkQZZ00fI,Sam Fender,People Watching,Polydor Records,14,53,11,1070502,4,United Kingdom
635,35,36,spotify:track:25fvND4h7BT76CB77Mjsm3,Central Cee,Limitless,Columbia,36,-1,1,1062328,4,United Kingdom
636,36,37,spotify:track:1UHS8Rf6h5Ar3CDWRd3wjF,Sabrina Carpenter,Bed Chem,Island Records,7,26,23,1047149,4,United Kingdom
637,37,38,spotify:track:2VyvDGdcVY04cNYou9MFVX,"PAWSA, The Adventures Of Stevie V",Dirty Cash (Money Talks),Altra Moda Music,38,45,11,1025949,4,United Kingdom
638,38,39,spotify:track:6OFCzD4d8kjBOJHxz41gqA,"Dream Supplier, Baby Sleeps, Background White Noise",Clean Baby Sleep White Noise (Loopable),Dream Supplier,23,37,58,1022273,4,United Kingdom
639,39,40,spotify:track:3j6CeoBBlm40Msn1JE1SPD,Chappell Roan,HOT TO GO!,Chappell Roan PS/ Island,8,22,35,1022090,4,United Kingdom
640,40,41,spotify:track:63Pi2NAx5yCgeLhCTOrEou,Imogen Heap,Headlock,Megaphonic,35,39,10,1008221,4,United Kingdom
641,41,42,spotify:track:0zgcef8wT0O27OI2vPGnB9,Central Cee,No Introduction,Columbia,42,-1,1,1005346,4,United Kingdom
642,42,43,spotify:track:6eWAWHm0cuOaPGDWhoLJ7s,Myles Smith,Nice To Meet You,RCA Records Label,31,33,12,986660,4,United Kingdom
643,43,44,spotify:track:2CGNAOSuO1MEFCbBRgUzjd,"Kendrick Lamar, SZA",luther (with sza),"pgLang, under exclusive license to Interscope Records",7,34,10,984159,4,United Kingdom
644,44,45,spotify:track:6s8WSX1MxNThrot8ThI6fG,Travis Scott,4X4,Cactus Jack / Epic,45,-1,1,970313,4,United Kingdom
645,45,46,spotify:track:6393yGahSJ9slVdOwSxOVR,Chappell Roan,Pink Pony Club,Chappell Roan PS/ Island,22,38,32,960176,4,United Kingdom
646,46,47,spotify:track:3T8y3z2g4KTQqtRjTY05JM,Central Cee,5 Star,Columbia,47,-1,1,953891,4,United Kingdom
647,47,48,spotify:track:1mea3bSkSGXuIRvnydlB5b,Coldplay,Viva La Vida,Parlophone UK,27,44,135,951939,4,United Kingdom
648,48,49,spotify:track:3AJwUDP919kvQ9QcozQPxg,Coldplay,Yellow,Parlophone UK,21,35,221,951610,4,United Kingdom
649,49,50,spotify:track:0ofHAoxe9vBkTCp2UQIavz,Fleetwood Mac,Dreams - 2004 Remaster,Rhino/Warner Records,17,47,248,941892,4,United Kingdom
650,50,51,spotify:track:1Cbl3Yq8rHo7hhDQmLQagU,Tyla,PUSH 2 START,FAX Records/Epic,30,40,7,941707,4,United Kingdom
651,51,52,spotify:track:3dYD57lRAUcMHufyqn9GcI,Hozier,Take Me To Church,Universal-Island Records Ltd.,39,42,231,941433,4,United Kingdom
652,52,53,spotify:track:3hRV0jL3vUpRrcy398teAU,Lord Huron,The Night We Met,Play It Again Sam,23,48,116,928067,4,United Kingdom
653,53,54,spotify:track:5IZXB5IKAD2qlvTPJYDCFB,"Post Malone, Morgan Wallen",I Had Some Help (Feat. Morgan Wallen),Mercury Records / Republic Records,3,36,38,926381,4,United Kingdom
654,54,55,spotify:track:58ge6dfP91o9oXMzq3XkIS,Arctic Monkeys,505,Domino Recording Co,17,49,211,906025,4,United Kingdom
655,55,56,spotify:track:51eSHglvG1RJXtL3qI5trr,Benson Boone,Slow It Down,"Night Street Records, Inc./Warner Records Inc.",18,41,44,897424,4,United Kingdom
656,56,57,spotify:track:3Tgv4rvWBVwnbmUTlJwzk0,Hozier,Do I Wanna Know? - Live At the BBC,Universal-Island Records Ltd.,29,29,3,895319,4,United Kingdom
657,57,58,spotify:track:70TGNwQDvF5b6GQWlYPr8p,"Central Cee, Lil Baby",BAND4BAND (feat. Lil Baby),Columbia,3,-1,21,884690,4,United Kingdom
658,58,59,spotify:track:3sK8wGT43QFpWrvNQsrQya,Bad Bunny,DtMF,Rimas Entertainment LLC.,30,30,3,875749,4,United Kingdom
659,59,60,spotify:track:5o0osRx8kYJTOqlOSggr9Z,Alex Warren,Carry You Home,Atlantic Records,42,46,31,864605,4,United Kingdom
660,60,61,spotify:track:3U3hFkMr0Q90pD24EkE3Pr,SZA,BMF,Top Dawg Entertainment/RCA Records,23,43,5,857115,4,United Kingdom
